id,type,src,dst,app,latency,message,ctime,size,buffer
3186,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,45600,20009999,0
3187,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,45600,20009999,1
3188,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,45600,20,2
3190,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,45600,20,3
3191,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,45600,20,4
3192,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,45600,20,5
3193,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,45700,20009999,0
3194,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,45700,20009999,1
3195,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,45700,20,2
3197,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,45700,20,3
3198,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,45700,20,4
3199,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,45700,20,5
3200,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,45800,20009999,0
3201,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,45800,20009999,1
3202,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,45800,20,2
3204,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,45800,20,3
3205,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,45800,20,4
3206,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,45800,20,5
3207,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,45900,20009999,0
3208,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,45900,20009999,1
3209,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,45900,20,2
3211,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,45900,20,3
3212,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,45900,20,4
3213,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,45900,20,5
3214,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46000,20009999,0
3215,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46000,20009999,1
3216,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46000,20,2
3218,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46000,20,3
3219,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46000,20,4
3220,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46000,20,5
3221,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46100,20009999,0
3222,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46100,20009999,1
3223,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46100,20,2
3225,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46100,20,3
3226,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46100,20,4
3227,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46100,20,5
3228,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46200,20009999,0
3229,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46200,20009999,1
3230,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46200,20,2
3232,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46200,20,3
3233,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46200,20,4
3234,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46200,20,5
3235,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46300,20009999,0
3236,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46300,20009999,1
3237,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46300,20,2
3239,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46300,20,3
3240,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46300,20,4
3241,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46300,20,5
3242,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46400,20009999,0
3243,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46400,20009999,1
3244,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46400,20,2
3246,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46400,20,3
3247,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46400,20,4
3248,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46400,20,5
3249,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46500,20009999,0
3250,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46500,20009999,1
3251,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46500,20,2
3253,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46500,20,3
3254,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46500,20,4
3255,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46500,20,5
3256,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46600,20009999,0
3257,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46600,20009999,1
3258,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46600,20,2
3260,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46600,20,3
3261,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46600,20,4
3262,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46600,20,5
3263,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46700,20009999,0
3264,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46700,20009999,1
3265,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46700,20,2
3267,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46700,20,3
3268,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46700,20,4
3269,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46700,20,5
3270,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46800,20009999,0
3271,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46800,20009999,1
3272,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46800,20,2
3274,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46800,20,3
3275,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46800,20,4
3276,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46800,20,5
3277,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,46900,20009999,0
3278,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,46900,20009999,1
3279,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,46900,20,2
3281,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,46900,20,3
3282,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,46900,20,4
3283,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,46900,20,5
3284,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47000,20009999,0
3285,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47000,20009999,1
3286,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47000,20,2
3288,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47000,20,3
3289,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47000,20,4
3290,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47000,20,5
3291,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47100,20009999,0
3292,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47100,20009999,1
3293,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47100,20,2
3295,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47100,20,3
3296,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47100,20,4
3297,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47100,20,5
3298,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47200,20009999,0
3299,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47200,20009999,1
3300,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47200,20,2
3302,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47200,20,3
3303,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47200,20,4
3304,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47200,20,5
3305,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47300,20009999,0
3306,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47300,20009999,1
3307,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47300,20,2
3309,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47300,20,3
3310,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47300,20,4
3311,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47300,20,5
3312,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47400,20009999,0
3313,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47400,20009999,1
3314,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47400,20,2
3316,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47400,20,3
3317,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47400,20,4
3318,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47400,20,5
3319,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47500,20009999,0
3320,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47500,20009999,1
3321,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47500,20,2
3323,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47500,20,3
3324,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47500,20,4
3325,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47500,20,5
3326,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47600,20009999,0
3327,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47600,20009999,1
3328,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47600,20,2
3330,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47600,20,3
3331,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47600,20,4
3332,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47600,20,5
3333,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47700,20009999,0
3334,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47700,20009999,1
3335,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47700,20,2
3337,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47700,20,3
3338,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47700,20,4
3339,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47700,20,5
3340,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47800,20009999,0
3341,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47800,20009999,1
3342,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47800,20,2
3344,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47800,20,3
3345,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47800,20,4
3346,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47800,20,5
3347,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,47900,20009999,0
3348,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,47900,20009999,1
3349,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,47900,20,2
3351,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,47900,20,3
3352,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,47900,20,4
3353,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,47900,20,5
3354,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48000,20009999,0
3355,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48000,20009999,1
3356,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48000,20,2
3358,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48000,20,3
3359,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48000,20,4
3360,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48000,20,5
3361,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48100,20009999,0
3362,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48100,20009999,1
3363,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48100,20,2
3365,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48100,20,3
3366,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48100,20,4
3367,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48100,20,5
3368,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48200,20009999,0
3369,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48200,20009999,1
3370,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48200,20,2
3372,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48200,20,3
3373,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48200,20,4
3374,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48200,20,5
3375,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48300,20009999,0
3376,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48300,20009999,1
3377,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48300,20,2
3379,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48300,20,3
3380,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48300,20,4
3381,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48300,20,5
3382,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48400,20009999,0
3383,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48400,20009999,1
3384,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48400,20,2
3386,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48400,20,3
3387,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48400,20,4
3388,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48400,20,5
3389,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48500,20009999,0
3390,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48500,20009999,1
3391,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48500,20,2
3393,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48500,20,3
3394,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48500,20,4
3395,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48500,20,5
3396,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48600,20009999,0
3397,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48600,20009999,1
3398,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48600,20,2
3400,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48600,20,3
3401,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48600,20,4
3402,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48600,20,5
3403,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48700,20009999,0
3404,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48700,20009999,1
3405,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48700,20,2
3407,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48700,20,3
3408,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48700,20,4
3409,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48700,20,5
3410,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48800,20009999,0
3411,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48800,20009999,1
3412,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48800,20,2
3414,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48800,20,3
3415,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48800,20,4
3416,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48800,20,5
3417,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,48900,20009999,0
3418,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,48900,20009999,1
3419,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,48900,20,2
3421,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,48900,20,3
3422,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,48900,20,4
3423,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,48900,20,5
3424,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49000,20009999,0
3425,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49000,20009999,1
3426,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49000,20,2
3428,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49000,20,3
3429,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49000,20,4
3430,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49000,20,5
3431,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49100,20009999,0
3432,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49100,20009999,1
3433,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49100,20,2
3435,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49100,20,3
3436,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49100,20,4
3437,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49100,20,5
3438,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49200,20009999,0
3439,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49200,20009999,1
3440,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49200,20,2
3442,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49200,20,3
3443,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49200,20,4
3444,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49200,20,5
3445,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49300,20009999,0
3446,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49300,20009999,1
3447,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49300,20,2
3449,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49300,20,3
3450,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49300,20,4
3451,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49300,20,5
3452,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49400,20009999,0
3453,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49400,20009999,1
3454,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49400,20,2
3456,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49400,20,3
3457,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49400,20,4
3458,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49400,20,5
3459,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49500,20009999,0
3460,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49500,20009999,1
3461,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49500,20,2
3463,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49500,20,3
3464,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49500,20,4
3465,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49500,20,5
3466,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49600,20009999,0
3467,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49600,20009999,1
3468,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49600,20,2
3470,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49600,20,3
3471,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49600,20,4
3472,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49600,20,5
3473,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49700,20009999,0
3474,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49700,20009999,1
3475,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49700,20,2
3477,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49700,20,3
3478,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49700,20,4
3479,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49700,20,5
3480,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49800,20009999,0
3481,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49800,20009999,1
3482,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49800,20,2
3484,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49800,20,3
3485,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49800,20,4
3486,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49800,20,5
3487,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,49900,20009999,0
3488,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,49900,20009999,1
3489,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,49900,20,2
3491,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,49900,20,3
3492,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,49900,20,4
3493,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,49900,20,5
3494,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50000,20009999,0
3495,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50000,20009999,1
3496,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50000,20,2
3498,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50000,20,3
3499,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50000,20,4
3500,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50000,20,5
3501,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50100,20009999,0
3502,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50100,20009999,1
3503,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50100,20,2
3505,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50100,20,3
3506,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50100,20,4
3507,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50100,20,5
3508,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50200,20009999,0
3509,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50200,20009999,1
3510,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50200,20,2
3512,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50200,20,3
3513,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50200,20,4
3514,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50200,20,5
3515,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50300,20009999,0
3516,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50300,20009999,1
3517,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50300,20,2
3519,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50300,20,3
3520,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50300,20,4
3521,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50300,20,5
3522,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50400,20009999,0
3523,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50400,20009999,1
3524,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50400,20,2
3526,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50400,20,3
3527,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50400,20,4
3528,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50400,20,5
3529,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50500,20009999,0
3530,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50500,20009999,1
3531,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50500,20,2
3533,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50500,20,3
3534,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50500,20,4
3535,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50500,20,5
3536,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50600,20009999,0
3537,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50600,20009999,1
3538,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50600,20,2
3540,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50600,20,3
3541,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50600,20,4
3542,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50600,20,5
3543,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50700,20009999,0
3544,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50700,20009999,1
3545,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50700,20,2
3547,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50700,20,3
3548,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50700,20,4
3549,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50700,20,5
3550,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50800,20009999,0
3551,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50800,20009999,1
3552,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50800,20,2
3554,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50800,20,3
3555,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50800,20,4
3556,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50800,20,5
3557,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,50900,20009999,0
3558,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,50900,20009999,1
3559,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,50900,20,2
3561,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,50900,20,3
3562,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,50900,20,4
3563,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,50900,20,5
3564,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,51000,20009999,0
3565,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,51000,20009999,1
3566,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,51000,20,2
3568,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,51000,20,3
3569,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,51000,20,4
3570,LINK,16,0,amazingapp5,1.00002,M.USER.APP.4,51000,20,5
3571,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0,51100,20009999,0
3572,LINK,1,0,amazingapp1,21.009999,M.USER.APP.0_02,51100,20009999,1
3573,LINK,2,0,amazingappnumber2,1.00002,M.USER.APP.1,51100,20,2
3575,LINK,4,0,amazingapp4,1.00002,M.USER.APP.3,51100,20,3
3576,LINK,16,0,amazingappnumber3,1.00002,M.USER.APP.2,51100,20,4
