id,type,src,dst,srcLabel,dstLabel,app,latency,wait,message,ctime,size,buffer
1,LINK,2,26,Gateway-1,EndDevice-1,Application-1,2.000000723593846,0.0,M_Req,100,7349,0
2,LINK,2,27,Gateway-1,EndDevice-2,Application-2,2.0000012969353844,0.0,M_Req,100,13172,1
3,LINK,2,28,Gateway-1,EndDevice-3,Application-3,2.0000006814523075,0.0,M_Req,100,6921,2
4,LINK,2,29,Gateway-1,EndDevice-4,Application-4,2.0000007677046154,0.0,M_Req,100,7797,3
5,LINK,4,30,Gateway-2,EndDevice-5,Application-5,2.0000017196307693,0.0,M_Req,100,17465,4
6,LINK,4,31,Gateway-2,EndDevice-6,Application-6,2.00000193408,0.0,M_Req,100,19643,5
7,LINK,4,32,Gateway-2,EndDevice-7,Application-7,2.0000003896123077,0.0,M_Req,100,3957,6
8,LINK,4,33,Gateway-2,EndDevice-8,Application-8,2.0000018527507692,0.0,M_Req,100,18817,7
9,LINK,6,34,Gateway-3,EndDevice-9,Application-9,2.000000760516923,0.0,M_Req,100,7724,8
10,LINK,6,35,Gateway-3,EndDevice-10,Application-10,2.000001601673846,0.0,M_Req,100,16267,9
11,LINK,6,36,Gateway-3,EndDevice-11,Application-11,2.0000012420923077,0.0,M_Req,100,12615,10
12,LINK,6,37,Gateway-3,EndDevice-12,Application-12,2.0000001709292308,0.0,M_Req,100,1736,11
13,LINK,8,38,Gateway-4,EndDevice-13,Application-13,2.000001476430769,0.0,M_Req,100,14995,12
14,LINK,8,39,Gateway-4,EndDevice-14,Application-14,2.0000005338584614,0.0,M_Req,100,5422,13
15,LINK,8,40,Gateway-4,EndDevice-15,Application-15,2.000001577452308,0.0,M_Req,100,16021,14
16,LINK,8,41,Gateway-4,EndDevice-16,Application-16,2.000000307396923,0.0,M_Req,100,3122,15
17,LINK,10,42,Gateway-5,EndDevice-17,Application-17,2.0000010554092307,0.0,M_Req,100,10719,16
18,LINK,10,43,Gateway-5,EndDevice-18,Application-18,2.0000006891323077,0.0,M_Req,100,6999,17
19,LINK,10,44,Gateway-5,EndDevice-19,Application-19,2.0000017683692306,0.0,M_Req,100,17960,18
20,LINK,10,45,Gateway-5,EndDevice-20,Application-20,2.0000007002584614,0.0,M_Req,100,7112,19
21,LINK,12,46,Gateway-6,EndDevice-21,Application-21,2.0000009319384615,0.0,M_Req,100,9465,20
22,LINK,12,47,Gateway-6,EndDevice-22,Application-22,2.0000016259938462,0.0,M_Req,100,16514,21
23,LINK,12,48,Gateway-6,EndDevice-23,Application-23,2.00000169088,0.0,M_Req,100,17173,22
24,LINK,12,49,Gateway-6,EndDevice-24,Application-24,2.0000013376,0.0,M_Req,100,13585,23
25,LINK,14,50,Gateway-7,EndDevice-25,Application-25,2.0000011485538463,0.0,M_Req,100,11665,24
26,LINK,14,51,Gateway-7,EndDevice-26,Application-26,2.0000019648984617,0.0,M_Req,100,19956,25
27,LINK,14,52,Gateway-7,EndDevice-27,Application-27,2.000001261587692,0.0,M_Req,100,12813,26
28,LINK,14,53,Gateway-7,EndDevice-28,Application-28,2.0000017121476925,0.0,M_Req,100,17389,27
29,LINK,16,54,Gateway-8,EndDevice-29,Application-29,2.0000017853046153,0.0,M_Req,100,18132,28
30,LINK,16,55,Gateway-8,EndDevice-30,Application-30,2.00000109952,0.0,M_Req,100,11167,29
31,LINK,16,56,Gateway-8,EndDevice-31,Application-31,2.0000013795446154,0.0,M_Req,100,14011,30
32,LINK,16,57,Gateway-8,EndDevice-32,Application-32,2.000000630646154,0.0,M_Req,100,6405,31
33,LINK,18,58,Gateway-9,EndDevice-33,Application-33,2.00000021632,0.0,M_Req,100,2197,32
34,LINK,18,59,Gateway-9,EndDevice-34,Application-34,2.000000602683077,0.0,M_Req,100,6121,33
35,LINK,18,60,Gateway-9,EndDevice-35,Application-35,2.0000015437784615,0.0,M_Req,100,15679,34
36,LINK,18,61,Gateway-9,EndDevice-36,Application-36,2.0000017559630767,0.0,M_Req,100,17834,35
37,LINK,20,62,Gateway-10,EndDevice-37,Application-37,2.0000005831876924,0.0,M_Req,100,5923,36
38,LINK,20,63,Gateway-10,EndDevice-38,Application-38,2.0000007907446156,0.0,M_Req,100,8031,37
39,LINK,20,64,Gateway-10,EndDevice-39,Application-39,2.00000075648,0.0,M_Req,100,7683,38
40,LINK,20,65,Gateway-10,EndDevice-40,Application-40,2.0000019034584615,0.0,M_Req,100,19332,39
41,LINK,22,66,Gateway-11,EndDevice-41,Application-41,2.000001956036923,0.0,M_Req,100,19866,40
42,LINK,22,67,Gateway-11,EndDevice-42,Application-42,2.0000017944615385,0.0,M_Req,100,18225,41
43,LINK,22,68,Gateway-11,EndDevice-43,Application-43,2.000001055606154,0.0,M_Req,100,10721,42
44,LINK,22,69,Gateway-11,EndDevice-44,Application-44,2.000001560713846,0.0,M_Req,100,15851,43
45,LINK,24,70,Gateway-12,EndDevice-45,Application-45,2.000000305723077,0.0,M_Req,100,3105,44
46,LINK,24,71,Gateway-12,EndDevice-46,Application-46,2.0000012988061537,0.0,M_Req,100,13191,45
47,LINK,24,72,Gateway-12,EndDevice-47,Application-47,2.000001722289231,0.0,M_Req,100,17492,46
48,LINK,24,73,Gateway-12,EndDevice-48,Application-48,2.000001312393846,0.0,M_Req,100,13329,47
12,LINK,1,6,Proxy,Gateway-3,Application-12,2.0000000000111102,0.0,M_Req,102.00000017092923,1736,47
33,LINK,1,18,Proxy,Gateway-9,Application-33,2.0000000000140608,0.0,M_Req,102.00000021632,2197,47
45,LINK,1,24,Proxy,Gateway-12,Application-45,2.000000000019872,0.0,M_Req,102.00000030572308,3105,47
16,LINK,1,8,Proxy,Gateway-4,Application-16,2.000000000019981,0.0,M_Req,102.00000030739692,3122,47
7,LINK,1,4,Proxy,Gateway-2,Application-7,2.0000000000253246,0.0,M_Req,102.00000038961231,3957,47
14,LINK,1,8,Proxy,Gateway-4,Application-14,2.0000000000347007,1.9999997735584287,M_Req,102.00000053385847,5422,47
37,LINK,1,20,Proxy,Gateway-10,Application-37,2.000000000037907,0.0,M_Req,102.0000005831877,5923,47
34,LINK,1,18,Proxy,Gateway-9,Application-34,2.0000000000391744,1.999999613650985,M_Req,102.00000060268307,6121,47
32,LINK,1,16,Proxy,Gateway-8,Application-32,2.000000000040992,0.0,M_Req,102.00000063064616,6405,47
3,LINK,1,2,Proxy,Gateway-1,Application-3,2.0000000000442943,0.0,M_Req,102.0000006814523,6921,47
18,LINK,1,10,Proxy,Gateway-5,Application-18,2.0000000000447935,0.0,M_Req,102.0000006891323,6999,47
20,LINK,1,10,Proxy,Gateway-5,Application-20,2.000000000045517,1.9999999889186313,M_Req,102.00000070025847,7112,47
1,LINK,1,2,Proxy,Gateway-1,Application-1,2.0000000000470335,1.9999999579027588,M_Req,102.00000072359384,7349,47
39,LINK,1,20,Proxy,Gateway-10,Application-39,2.0000000000491713,1.9999998267455936,M_Req,102.00000075648,7683,47
9,LINK,1,6,Proxy,Gateway-3,Application-9,2.000000000049434,1.9999994104234133,M_Req,102.00000076051693,7724,47
4,LINK,1,2,Proxy,Gateway-1,Application-4,2.000000000049901,3.9999999138390194,M_Req,102.00000076770462,7797,47
38,LINK,1,20,Proxy,Gateway-10,Application-38,2.0000000000513984,3.999999792530147,M_Req,102.00000079074462,8031,47
21,LINK,1,12,Proxy,Gateway-6,Application-21,2.000000000060576,0.0,M_Req,102.00000093193846,9465,47
17,LINK,1,10,Proxy,Gateway-5,Application-17,2.0000000000686016,3.9999996338133883,M_Req,102.00000105540923,10719,47
43,LINK,1,22,Proxy,Gateway-11,Application-43,2.0000000000686144,0.0,M_Req,102.00000105560615,10721,47
30,LINK,1,16,Proxy,Gateway-8,Application-30,2.0000000000714686,1.9999995311671483,M_Req,102.00000109952,11167,47
