id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,TOPO.srcLabel,TOPO.dstLabel,module.src,service,time_in,time_out,time_emit,time_reception
37,COMP_M,Application-37,Application-37-Service,M_Req,110,111,62,21,EndDevice-37,Fog-10,Application-37-EndDevice,0.05851851851851852,104.0000000765096,104.05851859502812,100.0,104.0000000765096
19,COMP_M,Application-19,Application-19-Service,M_Req,56,57,44,11,EndDevice-19,Fog-5,Application-19-EndDevice,0.02362962962962963,104.0000001207217,104.02362975035132,100.0,104.0000001207217
15,COMP_M,Application-15,Application-15-Service,M_Req,44,45,40,9,EndDevice-15,Fog-4,Application-15-EndDevice,0.016814814814814814,104.00000013755971,104.01681495237452,100.0,104.00000013755971
9,COMP_M,Application-9,Application-9-Service,M_Req,26,27,34,7,EndDevice-9,Fog-3,Application-9-EndDevice,0.021333333333333333,104.00000015843491,104.02133349176825,100.0,104.00000015843491
30,COMP_M,Application-30,Application-30-Service,M_Req,89,90,55,17,EndDevice-30,Fog-8,Application-30-EndDevice,0.03688888888888889,104.00000017734075,104.03688906622963,100.0,104.00000017734075
25,COMP_M,Application-25,Application-25-Service,M_Req,74,75,50,15,EndDevice-25,Fog-7,Application-25-EndDevice,0.03481481481481481,104.00000027039296,104.03481508520777,100.0,104.00000027039296
2,COMP_M,Application-2,Application-2-Service,M_Req,5,6,27,3,EndDevice-2,Fog-1,Application-2-EndDevice,0.028592592592592593,104.00000036206661,104.0285929546592,100.0,104.00000036206661
47,COMP_M,Application-47,Application-47-Service,M_Req,140,141,72,25,EndDevice-47,Fog-12,Application-47-EndDevice,0.03851851851851852,104.00000045275559,104.0385189712741,100.0,104.00000045275559
21,COMP_M,Application-21,Application-21-Service,M_Req,62,63,46,13,EndDevice-21,Fog-6,Application-21-EndDevice,0.029185185185185186,104.00000048712089,104.02918567230607,100.0,104.00000048712089
36,COMP_M,Application-36,Application-36-Service,M_Req,107,108,61,19,EndDevice-36,Fog-9,Application-36-EndDevice,0.05851851851851852,104.00000078390325,104.05851930242177,100.0,104.00000078390325
7,COMP_M,Application-7,Application-7-Service,M_Req,20,21,32,5,EndDevice-7,Fog-2,Application-7-EndDevice,0.023851851851851853,104.00000092313692,104.02385277498878,100.0,104.00000092313692
41,COMP_M,Application-41,Application-41-Service,M_Req,122,123,66,23,EndDevice-41,Fog-11,Application-41-EndDevice,0.07407407407407407,104.00000094302744,104.07407501710152,100.0,104.00000094302744
40,COMP_M,Application-40,Application-40-Service,M_Req,119,120,65,21,EndDevice-40,Fog-10,Application-40-EndDevice,0.060148148148148145,106.00000007655818,106.06014822470632,100.0,106.00000007655818
18,COMP_M,Application-18,Application-18-Service,M_Req,53,54,43,11,EndDevice-18,Fog-5,Application-18-EndDevice,0.021925925925925925,106.00000012074638,106.0219260466723,100.0,106.00000012074638
16,COMP_M,Application-16,Application-16-Service,M_Req,47,48,41,9,EndDevice-16,Fog-4,Application-16-EndDevice,0.02,106.00000013759922,106.02000013759921,100.0,106.00000013759922
10,COMP_M,Application-10,Application-10-Service,M_Req,29,30,35,7,EndDevice-10,Fog-3,Application-10-EndDevice,0.026740740740740742,106.00000015846794,106.02674089920868,100.0,106.00000015846794
31,COMP_M,Application-31,Application-31-Service,M_Req,92,93,56,17,EndDevice-31,Fog-8,Application-31-EndDevice,0.05985185185185185,106.00000017735988,106.05985202921173,100.0,106.00000017735988
26,COMP_M,Application-26,Application-26-Service,M_Req,77,78,51,15,EndDevice-26,Fog-7,Application-26-EndDevice,0.04192592592592593,106.00000027042599,106.04192619635191,100.0,106.00000027042599
4,COMP_M,Application-4,Application-4-Service,M_Req,11,12,29,3,EndDevice-4,Fog-1,Application-4-EndDevice,0.020962962962962964,106.00000036210889,106.02096332507186,100.0,106.00000036210889
46,COMP_M,Application-46,Application-46-Service,M_Req,137,138,71,25,EndDevice-46,Fog-12,Application-46-EndDevice,0.06977777777777777,106.0000004528006,106.06977823057838,100.0,106.0000004528006
22,COMP_M,Application-22,Application-22-Service,M_Req,65,66,47,13,EndDevice-22,Fog-6,Application-22-EndDevice,0.026,106.0000004871598,106.02600048715979,100.0,106.0000004871598
35,COMP_M,Application-35,Application-35-Service,M_Req,104,105,60,19,EndDevice-35,Fog-9,Application-35-EndDevice,0.04607407407407407,106.000000783983,106.04607485805707,100.0,106.000000783983
5,COMP_M,Application-5,Application-5-Service,M_Req,14,15,30,5,EndDevice-5,Fog-2,Application-5-EndDevice,0.01674074074074074,106.00000092320178,106.01674166394253,100.0,106.00000092320178
43,COMP_M,Application-43,Application-43-Service,M_Req,128,129,68,23,EndDevice-43,Fog-11,Application-43-EndDevice,0.04340740740740741,106.00000094309736,106.04340835050476,100.0,106.00000094309736
38,COMP_M,Application-38,Application-38-Service,M_Req,113,114,63,21,EndDevice-38,Fog-10,Application-38-EndDevice,0.04651851851851852,108.0000000766577,108.04651859517622,100.0,108.0000000766577
17,COMP_M,Application-17,Application-17-Service,M_Req,50,51,42,11,EndDevice-17,Fog-5,Application-17-EndDevice,0.026962962962962963,108.00000012080243,108.0269630837654,100.0,108.00000012080243
13,COMP_M,Application-13,Application-13-Service,M_Req,38,39,38,9,EndDevice-13,Fog-4,Application-13-EndDevice,0.025037037037037038,108.00000013769107,108.02503717472811,100.0,108.00000013769107
12,COMP_M,Application-12,Application-12-Service,M_Req,35,36,37,7,EndDevice-12,Fog-3,Application-12-EndDevice,0.03666666666666667,108.00000015858174,108.0366668252484,100.0,108.00000015858174
32,COMP_M,Application-32,Application-32-Service,M_Req,95,96,57,17,EndDevice-32,Fog-8,Application-32-EndDevice,0.04459259259259259,108.0000001774415,108.0445927700341,100.0,108.0000001774415
