time,total_nodes,cloud_nodes,proxy_nodes,fog_nodes,end_nodes,other_nodes
55350,72,1,1,10,0,60
55400,70,1,1,8,0,60
55450,70,1,1,8,0,60
55500,70,1,1,8,0,60
55550,70,1,1,8,0,60
55600,72,1,1,10,0,60
55650,72,1,1,10,0,60
55700,70,1,1,8,0,60
55750,70,1,1,8,0,60
55800,70,1,1,8,0,60
55850,70,1,1,8,0,60
55900,72,1,1,10,0,60
55950,72,1,1,10,0,60
56000,70,1,1,8,0,60
56050,70,1,1,8,0,60
56100,70,1,1,8,0,60
56150,70,1,1,8,0,60
56200,72,1,1,10,0,60
56250,72,1,1,10,0,60
56300,70,1,1,8,0,60
56350,70,1,1,8,0,60
56400,70,1,1,8,0,60
56450,70,1,1,8,0,60
56500,72,1,1,10,0,60
56550,72,1,1,10,0,60
56600,70,1,1,8,0,60
56650,70,1,1,8,0,60
56700,70,1,1,8,0,60
56750,70,1,1,8,0,60
56800,72,1,1,10,0,60
56850,72,1,1,10,0,60
56900,70,1,1,8,0,60
56950,70,1,1,8,0,60
57000,70,1,1,8,0,60
57050,70,1,1,8,0,60
57100,72,1,1,10,0,60
57150,72,1,1,10,0,60
57200,70,1,1,8,0,60
57250,70,1,1,8,0,60
57300,70,1,1,8,0,60
57350,70,1,1,8,0,60
57400,72,1,1,10,0,60
57450,72,1,1,10,0,60
57500,70,1,1,8,0,60
57550,70,1,1,8,0,60
57600,70,1,1,8,0,60
57650,70,1,1,8,0,60
57700,72,1,1,10,0,60
57750,72,1,1,10,0,60
57800,70,1,1,8,0,60
57850,70,1,1,8,0,60
57900,70,1,1,8,0,60
57950,70,1,1,8,0,60
58000,72,1,1,10,0,60
58050,72,1,1,10,0,60
58100,70,1,1,8,0,60
58150,70,1,1,8,0,60
58200,70,1,1,8,0,60
58250,70,1,1,8,0,60
58300,72,1,1,10,0,60
58350,72,1,1,10,0,60
58400,70,1,1,8,0,60
58450,70,1,1,8,0,60
58500,70,1,1,8,0,60
58550,70,1,1,8,0,60
58600,72,1,1,10,0,60
58650,72,1,1,10,0,60
58700,70,1,1,8,0,60
58750,70,1,1,8,0,60
58800,70,1,1,8,0,60
58850,70,1,1,8,0,60
58900,72,1,1,10,0,60
58950,72,1,1,10,0,60
59000,70,1,1,8,0,60
59050,70,1,1,8,0,60
59100,70,1,1,8,0,60
59150,70,1,1,8,0,60
59200,72,1,1,10,0,60
59250,72,1,1,10,0,60
59300,70,1,1,8,0,60
59350,70,1,1,8,0,60
59400,70,1,1,8,0,60
59450,70,1,1,8,0,60
59500,72,1,1,10,0,60
59550,72,1,1,10,0,60
59600,70,1,1,8,0,60
59650,70,1,1,8,0,60
59700,70,1,1,8,0,60
59750,70,1,1,8,0,60
59800,72,1,1,10,0,60
59850,72,1,1,10,0,60
59900,70,1,1,8,0,60
59950,70,1,1,8,0,60
60000,70,1,1,8,0,60
60050,70,1,1,8,0,60
60100,72,1,1,10,0,60
60150,72,1,1,10,0,60
60200,70,1,1,8,0,60
60250,70,1,1,8,0,60
60300,70,1,1,8,0,60
60350,70,1,1,8,0,60
60400,72,1,1,10,0,60
60450,72,1,1,10,0,60
60500,70,1,1,8,0,60
60550,70,1,1,8,0,60
60600,70,1,1,8,0,60
60650,70,1,1,8,0,60
60700,72,1,1,10,0,60
60750,72,1,1,10,0,60
60800,70,1,1,8,0,60
60850,70,1,1,8,0,60
60900,70,1,1,8,0,60
60950,70,1,1,8,0,60
61000,72,1,1,10,0,60
61050,72,1,1,10,0,60
61100,70,1,1,8,0,60
61150,70,1,1,8,0,60
61200,70,1,1,8,0,60
61250,70,1,1,8,0,60
61300,72,1,1,10,0,60
61350,72,1,1,10,0,60
61400,70,1,1,8,0,60
61450,70,1,1,8,0,60
61500,70,1,1,8,0,60
61550,70,1,1,8,0,60
61600,72,1,1,10,0,60
61650,72,1,1,10,0,60
61700,70,1,1,8,0,60
61750,70,1,1,8,0,60
61800,70,1,1,8,0,60
61850,70,1,1,8,0,60
61900,72,1,1,10,0,60
61950,72,1,1,10,0,60
62000,70,1,1,8,0,60
62050,70,1,1,8,0,60
62100,70,1,1,8,0,60
62150,70,1,1,8,0,60
62200,72,1,1,10,0,60
62250,72,1,1,10,0,60
62300,70,1,1,8,0,60
62350,70,1,1,8,0,60
62400,70,1,1,8,0,60
62450,70,1,1,8,0,60
62500,72,1,1,10,0,60
62550,72,1,1,10,0,60
62600,70,1,1,8,0,60
62650,70,1,1,8,0,60
62700,70,1,1,8,0,60
62750,70,1,1,8,0,60
62800,72,1,1,10,0,60
62850,72,1,1,10,0,60
62900,70,1,1,8,0,60
62950,70,1,1,8,0,60
63000,70,1,1,8,0,60
63050,70,1,1,8,0,60
63100,72,1,1,10,0,60
63150,72,1,1,10,0,60
63200,70,1,1,8,0,60
63250,70,1,1,8,0,60
63300,70,1,1,8,0,60
63350,70,1,1,8,0,60
63400,72,1,1,10,0,60
63450,72,1,1,10,0,60
63500,70,1,1,8,0,60
63550,70,1,1,8,0,60
63600,70,1,1,8,0,60
63650,70,1,1,8,0,60
63700,72,1,1,10,0,60
63750,72,1,1,10,0,60
63800,70,1,1,8,0,60
63850,70,1,1,8,0,60
63900,70,1,1,8,0,60
63950,70,1,1,8,0,60
64000,72,1,1,10,0,60
64050,72,1,1,10,0,60
64100,70,1,1,8,0,60
64150,70,1,1,8,0,60
64200,70,1,1,8,0,60
64250,70,1,1,8,0,60
64300,72,1,1,10,0,60
64350,72,1,1,10,0,60
64400,70,1,1,8,0,60
64450,70,1,1,8,0,60
64500,70,1,1,8,0,60
64550,70,1,1,8,0,60
64600,72,1,1,10,0,60
64650,72,1,1,10,0,60
64700,70,1,1,8,0,60
64750,70,1,1,8,0,60
64800,70,1,1,8,0,60
64850,70,1,1,8,0,60
64900,72,1,1,10,0,60
64950,72,1,1,10,0,60
65000,70,1,1,8,0,60
65050,70,1,1,8,0,60
65100,70,1,1,8,0,60
65150,70,1,1,8,0,60
65200,72,1,1,10,0,60
65250,72,1,1,10,0,60
65300,70,1,1,8,0,60
65350,70,1,1,8,0,60
65400,70,1,1,8,0,60
65450,70,1,1,8,0,60
65500,72,1,1,10,0,60
65550,72,1,1,10,0,60
65600,70,1,1,8,0,60
65650,70,1,1,8,0,60
65700,70,1,1,8,0,60
65750,70,1,1,8,0,60
65800,72,1,1,10,0,60
65850,72,1,1,10,0,60
65900,70,1,1,8,0,60
65950,70,1,1,8,0,60
66000,70,1,1,8,0,60
66050,70,1,1,8,0,60
66100,72,1,1,10,0,60
