id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,TOPO.srcLabel,TOPO.dstLabel,module.src,service,time_in,time_out,time_emit,time_reception
34,COMP_M,Application-34,Application-34-Service,M_Req,101,102,59,19,EndDevice-34,Fog-9,Application-34-EndDevice,0.057777777777777775,104.0000000807437,104.05777785852148,100.0,104.0000000807437
42,COMP_M,Application-42,Application-42-Service,M_Req,125,126,67,23,EndDevice-42,Fog-11,Application-42-EndDevice,0.030814814814814816,104.00000013007615,104.03081494489096,100.0,104.00000013007615
37,COMP_M,Application-37,Application-37-Service,M_Req,110,111,62,21,EndDevice-37,Fog-10,Application-37-EndDevice,0.05274074074074074,104.00000013499954,104.05274087574028,100.0,104.00000013499954
48,COMP_M,Application-48,Application-48-Service,M_Req,143,144,73,25,EndDevice-48,Fog-12,Application-48-EndDevice,0.03037037037037037,104.00000018836917,104.03037055873953,100.0,104.00000018836917
20,COMP_M,Application-20,Application-20-Service,M_Req,59,60,45,11,EndDevice-20,Fog-5,Application-20-EndDevice,0.029407407407407406,104.00000037053486,104.02940777794227,100.0,104.00000037053486
23,COMP_M,Application-23,Application-23-Service,M_Req,68,69,48,13,EndDevice-23,Fog-6,Application-23-EndDevice,0.030666666666666665,104.00000045167243,104.0306671183391,100.0,104.00000045167243
8,COMP_M,Application-8,Application-8-Service,M_Req,23,24,33,5,EndDevice-8,Fog-2,Application-8-EndDevice,0.019703703703703702,104.00000046043608,104.01970416413978,100.0,104.00000046043608
28,COMP_M,Application-28,Application-28-Service,M_Req,83,84,53,15,EndDevice-28,Fog-7,Application-28-EndDevice,0.07081481481481482,104.00000047530474,104.07081529011955,100.0,104.00000047530474
13,COMP_M,Application-13,Application-13-Service,M_Req,38,39,38,9,EndDevice-13,Fog-4,Application-13-EndDevice,0.017333333333333333,104.0000004965738,104.01733382990714,100.0,104.0000004965738
1,COMP_M,Application-1,Application-1-Service,M_Req,2,3,26,3,EndDevice-1,Fog-1,Application-1-EndDevice,0.023037037037037036,104.00000052394789,104.02303756098493,100.0,104.00000052394789
