id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,TOPO.srcLabel,TOPO.dstLabel,module.src,service,time_in,time_out,time_emit,time_reception
15,COMP_M,Application-15,Application-15-Service,M_Req,44,45,40,9,EndDevice-15,Fog-4,Application-15-EndDevice,0.021037037037037038,104.00000072157304,104.02103775861008,100.0,104.00000072157304
47,COMP_M,Application-47,Application-47-Service,M_Req,140,141,72,25,EndDevice-47,Fog-12,Application-47-EndDevice,0.05925925925925926,104.0000009794606,104.05926023871986,100.0,104.0000009794606
31,COMP_M,Application-31,Application-31-Service,M_Req,92,93,56,17,EndDevice-31,Fog-8,Application-31-EndDevice,0.035555555555555556,104.00000128293877,104.03555683849433,100.0,104.00000128293877
15,COMP_M,Application-15,Application-15-EndDevice,M_Resp,45,44,9,40,Fog-4,EndDevice-15,Application-15-Service,4.712643678160919e-06,108.02103863792877,108.02104335057244,104.02103775861008,108.02103863792877
31,COMP_M,Application-31,Application-31-EndDevice,M_Resp,93,92,17,56,Fog-8,EndDevice-31,Application-31-Service,4.555555555555555e-06,108.03555685415074,108.03556140970629,104.03555683849433,108.03555685415074
47,COMP_M,Application-47,Application-47-EndDevice,M_Resp,141,140,25,72,Fog-12,EndDevice-47,Application-47-Service,5.36231884057971e-06,108.05926040621382,108.05926576853267,104.05926023871986,108.05926040621382
7,COMP_M,Application-7,Application-7-Service,M_Req,20,21,32,17,EndDevice-7,Fog-8,Application-7-EndDevice,0.04103703703703704,112.00000043422325,112.0410374712603,100.0,112.00000043422325
35,COMP_M,Application-35,Application-35-Service,M_Req,104,105,60,25,EndDevice-35,Fog-12,Application-35-EndDevice,0.041777777777777775,112.00000045153217,112.04177822930995,100.0,112.00000045153217
39,COMP_M,Application-39,Application-39-Service,M_Req,116,117,64,9,EndDevice-39,Fog-4,Application-39-EndDevice,0.015111111111111112,112.00000150822389,112.015112619335,100.0,112.00000150822389
17,COMP_M,Application-17,Application-17-Service,M_Req,50,51,42,13,EndDevice-17,Fog-6,Application-17-EndDevice,0.03585185185185185,114.00000003887418,114.03585189072602,100.0,114.00000003887418
30,COMP_M,Application-30,Application-30-Service,M_Req,89,90,55,15,EndDevice-30,Fog-7,Application-30-EndDevice,0.04844444444444444,114.00000012018371,114.04844456462816,100.0,114.00000012018371
25,COMP_M,Application-25,Application-25-Service,M_Req,74,75,50,5,EndDevice-25,Fog-2,Application-25-EndDevice,0.02422222222222222,114.00000014777824,114.02422237000046,100.0,114.00000014777824
32,COMP_M,Application-32,Application-32-Service,M_Req,95,96,57,19,EndDevice-32,Fog-9,Application-32-EndDevice,0.06385185185185185,114.00000019946467,114.06385205131652,100.0,114.00000019946467
38,COMP_M,Application-38,Application-38-Service,M_Req,113,114,63,7,EndDevice-38,Fog-3,Application-38-EndDevice,0.03185185185185185,114.00000021897341,114.03185207082527,100.0,114.00000021897341
45,COMP_M,Application-45,Application-45-Service,M_Req,134,135,70,21,EndDevice-45,Fog-10,Application-45-EndDevice,0.04725925925925926,114.00000039814633,114.04725965740559,100.0,114.00000039814633
43,COMP_M,Application-43,Application-43-Service,M_Req,128,129,68,17,EndDevice-43,Fog-8,Application-43-EndDevice,0.06340740740740741,114.00000043433619,114.0634078417436,100.0,114.00000043433619
11,COMP_M,Application-11,Application-11-Service,M_Req,32,33,36,25,EndDevice-11,Fog-12,Application-11-EndDevice,0.042074074074074076,114.00000045160411,114.04207452567819,100.0,114.00000045160411
4,COMP_M,Application-4,Application-4-Service,M_Req,11,12,29,11,EndDevice-4,Fog-5,Application-4-EndDevice,0.017925925925925925,114.00000049411207,114.017926420038,100.0,114.00000049411207
12,COMP_M,Application-12,Application-12-Service,M_Req,35,36,37,3,EndDevice-12,Fog-1,Application-12-EndDevice,0.02362962962962963,114.00000056295265,114.02363019258227,100.0,114.00000056295265
22,COMP_M,Application-22,Application-22-Service,M_Req,65,66,47,23,EndDevice-22,Fog-11,Application-22-EndDevice,0.04992592592592593,114.00000094294136,114.04992686886727,100.0,114.00000094294136
27,COMP_M,Application-27,Application-27-Service,M_Req,80,81,52,9,EndDevice-27,Fog-4,Application-27-EndDevice,0.030962962962962963,114.00000150826246,114.03096447122542,100.0,114.00000150826246
5,COMP_M,Application-5,Application-5-Service,M_Req,14,15,30,13,EndDevice-5,Fog-6,Application-5-EndDevice,0.022222222222222223,116.00000003904759,116.02222226126982,100.0,116.00000003904759
18,COMP_M,Application-18,Application-18-Service,M_Req,53,54,43,15,EndDevice-18,Fog-7,Application-18-EndDevice,0.03481481481481481,116.000000120232,116.03481493504681,100.0,116.000000120232
13,COMP_M,Application-13,Application-13-Service,M_Req,38,39,38,5,EndDevice-13,Fog-2,Application-13-EndDevice,0.035925925925925924,116.00000014799153,116.03592607391745,100.0,116.00000014799153
8,COMP_M,Application-8,Application-8-Service,M_Req,23,24,33,19,EndDevice-8,Fog-9,Application-8-EndDevice,0.06385185185185185,116.00000019950188,116.06385205135373,100.0,116.00000019950188
26,COMP_M,Application-26,Application-26-Service,M_Req,77,78,51,7,EndDevice-26,Fog-3,Application-26-EndDevice,0.034888888888888886,116.00000021902133,116.03488910791022,100.0,116.00000021902133
21,COMP_M,Application-21,Application-21-Service,M_Req,62,63,46,21,EndDevice-21,Fog-10,Application-21-EndDevice,0.03155555555555556,116.00000039815829,116.03155595371385,100.0,116.00000039815829
16,COMP_M,Application-16,Application-16-Service,M_Req,47,48,41,11,EndDevice-16,Fog-5,Application-16-EndDevice,0.024,116.00000049427153,116.02400049427153,100.0,116.00000049427153
48,COMP_M,Application-48,Application-48-Service,M_Req,143,144,73,3,EndDevice-48,Fog-1,Application-48-EndDevice,0.01562962962962963,116.0000005629941,116.01563019262373,100.0,116.0000005629941
34,COMP_M,Application-34,Application-34-Service,M_Req,101,102,59,23,EndDevice-34,Fog-11,Application-34-EndDevice,0.05851851851851852,116.00000094296475,116.05851946148327,100.0,116.00000094296475
19,COMP_M,Application-19,Application-19-Service,M_Req,56,57,44,17,EndDevice-19,Fog-8,Application-19-EndDevice,0.030666666666666665,118.00000043457295,118.03066710123962,100.0,118.00000043457295
23,COMP_M,Application-23,Application-23-Service,M_Req,68,69,48,25,EndDevice-23,Fog-12,Application-23-EndDevice,0.0522962962962963,118.00000045175841,118.0522967480547,100.0,118.00000045175841
