id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,TOPO.srcLabel,TOPO.dstLabel,module.src,service,time_in,time_out,time_emit,time_reception
4,COMP_M,Application-4,Application-4-Service,M_Req,11,12,29,3,EndDevice-4,Fog-1,Application-4-EndDevice,0.029703703703703704,104.00000001792117,104.02970372162487,100.0,104.00000001792117
30,COMP_M,Application-30,Application-30-Service,M_Req,89,90,55,17,EndDevice-30,Fog-8,Application-30-EndDevice,0.053481481481481484,104.00000012751597,104.05348160899746,100.0,104.00000012751597
26,COMP_M,Application-26,Application-26-Service,M_Req,77,78,51,15,EndDevice-26,Fog-7,Application-26-EndDevice,0.05688888888888889,104.00000014908046,104.05688903796936,100.0,104.00000014908046
44,COMP_M,Application-44,Application-44-Service,M_Req,131,132,69,23,EndDevice-44,Fog-11,Application-44-EndDevice,0.05333333333333334,104.00000016995565,104.05333350328898,100.0,104.00000016995565
17,COMP_M,Application-17,Application-17-Service,M_Req,50,51,42,11,EndDevice-17,Fog-5,Application-17-EndDevice,0.033185185185185186,104.00000019949604,104.03318538468123,100.0,104.00000019949604
35,COMP_M,Application-35,Application-35-Service,M_Req,104,105,60,19,EndDevice-35,Fog-9,Application-35-EndDevice,0.03111111111111111,104.00000039012997,104.03111150124109,100.0,104.00000039012997
9,COMP_M,Application-9,Application-9-Service,M_Req,26,27,34,7,EndDevice-9,Fog-3,Application-9-EndDevice,0.014888888888888889,104.00000044714291,104.0148893360318,100.0,104.00000044714291
16,COMP_M,Application-16,Application-16-Service,M_Req,47,48,41,9,EndDevice-16,Fog-4,Application-16-EndDevice,0.030740740740740742,104.00000045088468,104.03074119162542,100.0,104.00000045088468
5,COMP_M,Application-5,Application-5-Service,M_Req,14,15,30,5,EndDevice-5,Fog-2,Application-5-EndDevice,0.030444444444444444,104.00000046299625,104.0304449074407,100.0,104.00000046299625
47,COMP_M,Application-47,Application-47-Service,M_Req,140,141,72,25,EndDevice-47,Fog-12,Application-47-EndDevice,0.07392592592592592,104.00000074589462,104.07392667182054,100.0,104.00000074589462
22,COMP_M,Application-22,Application-22-Service,M_Req,65,66,47,13,EndDevice-22,Fog-6,Application-22-EndDevice,0.03059259259259259,104.00000080005199,104.03059339264459,100.0,104.00000080005199
37,COMP_M,Application-37,Application-37-Service,M_Req,110,111,62,21,EndDevice-37,Fog-10,Application-37-EndDevice,0.05274074074074074,104.00000129751201,104.05274203825276,100.0,104.00000129751201
1,COMP_M,Application-1,Application-1-Service,M_Req,2,3,26,3,EndDevice-1,Fog-1,Application-1-EndDevice,0.019185185185185184,106.00000001793487,106.01918520312005,100.0,106.00000001793487
32,COMP_M,Application-32,Application-32-Service,M_Req,95,96,57,17,EndDevice-32,Fog-8,Application-32-EndDevice,0.057777777777777775,106.00000012756549,106.05777790534326,100.0,106.00000012756549
25,COMP_M,Application-25,Application-25-Service,M_Req,74,75,50,15,EndDevice-25,Fog-7,Application-25-EndDevice,0.03333333333333333,106.00000014912703,106.03333348246036,100.0,106.00000014912703
42,COMP_M,Application-42,Application-42-Service,M_Req,125,126,67,23,EndDevice-42,Fog-11,Application-42-EndDevice,0.07244444444444445,106.00000016998463,106.07244461442907,100.0,106.00000016998463
18,COMP_M,Application-18,Application-18-Service,M_Req,53,54,43,11,EndDevice-18,Fog-5,Application-18-EndDevice,0.025185185185185185,106.00000019954884,106.02518538473402,100.0,106.00000019954884
33,COMP_M,Application-33,Application-33-Service,M_Req,98,99,58,19,EndDevice-33,Fog-9,Application-33-EndDevice,0.038814814814814816,106.00000039021847,106.03881520503329,100.0,106.00000039021847
10,COMP_M,Application-10,Application-10-Service,M_Req,29,30,35,7,EndDevice-10,Fog-3,Application-10-EndDevice,0.0357037037037037,106.00000044718412,106.03570415088782,100.0,106.00000044718412
