id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,TOPO.srcLabel,TOPO.dstLabel,module.src,service,time_in,time_out,time_emit,time_reception
27,COMP_M,Application-27,Application-27-Service,M_Req,80,81,52,15,EndDevice-27,Fog-7,Application-27-EndDevice,0.04103703703703704,104.00000011097337,104.04103714801042,100.0,104.00000011097337
11,COMP_M,Application-11,Application-11-Service,M_Req,32,33,36,7,EndDevice-11,Fog-3,Application-11-EndDevice,0.029703703703703704,104.00000019604967,104.02970389975337,100.0,104.00000019604967
36,COMP_M,Application-36,Application-36-Service,M_Req,107,108,61,19,EndDevice-36,Fog-9,Application-36-EndDevice,0.07185185185185185,104.00000027482402,104.07185212667586,100.0,104.00000027482402
38,COMP_M,Application-38,Application-38-Service,M_Req,113,114,63,21,EndDevice-38,Fog-10,Application-38-EndDevice,0.048296296296296296,104.00000029304059,104.04829658933689,100.0,104.00000029304059
24,COMP_M,Application-24,Application-24-Service,M_Req,71,72,49,13,EndDevice-24,Fog-6,Application-24-EndDevice,0.023703703703703703,104.00000030022875,104.02370400393245,100.0,104.00000030022875
4,COMP_M,Application-4,Application-4-Service,M_Req,11,12,29,3,EndDevice-4,Fog-1,Application-4-EndDevice,0.029111111111111112,104.00000030544754,104.02911141655865,100.0,104.00000030544754
29,COMP_M,Application-29,Application-29-Service,M_Req,86,87,54,17,EndDevice-29,Fog-8,Application-29-EndDevice,0.055407407407407405,104.0000003900315,104.0554077974389,100.0,104.0000003900315
44,COMP_M,Application-44,Application-44-Service,M_Req,131,132,69,23,EndDevice-44,Fog-11,Application-44-EndDevice,0.07125925925925926,104.00000055585151,104.07125981511078,100.0,104.00000055585151
20,COMP_M,Application-20,Application-20-Service,M_Req,59,60,45,11,EndDevice-20,Fog-5,Application-20-EndDevice,0.01911111111111111,104.00000059051223,104.01911170162334,100.0,104.00000059051223
7,COMP_M,Application-7,Application-7-Service,M_Req,20,21,32,5,EndDevice-7,Fog-2,Application-7-EndDevice,0.034444444444444444,104.00000060311612,104.03444504756057,100.0,104.00000060311612
15,COMP_M,Application-15,Application-15-Service,M_Req,44,45,40,9,EndDevice-15,Fog-4,Application-15-EndDevice,0.019333333333333334,104.00000070404576,104.0193340373791,100.0,104.00000070404576
47,COMP_M,Application-47,Application-47-Service,M_Req,140,141,72,25,EndDevice-47,Fog-12,Application-47-EndDevice,0.04518518518518518,104.00000083333416,104.04518601851935,100.0,104.00000083333416
25,COMP_M,Application-25,Application-25-Service,M_Req,74,75,50,15,EndDevice-25,Fog-7,Application-25-EndDevice,0.058666666666666666,106.00000011102938,106.05866677769605,100.0,106.00000011102938
12,COMP_M,Application-12,Application-12-Service,M_Req,35,36,37,7,EndDevice-12,Fog-3,Application-12-EndDevice,0.03222222222222222,106.0000001960711,106.03222241829332,100.0,106.0000001960711
35,COMP_M,Application-35,Application-35-Service,M_Req,104,105,60,19,EndDevice-35,Fog-9,Application-35-EndDevice,0.051555555555555556,106.0000002748513,106.05155583040685,100.0,106.0000002748513
39,COMP_M,Application-39,Application-39-Service,M_Req,116,117,64,21,EndDevice-39,Fog-10,Application-39-EndDevice,0.05125925925925926,106.00000029312464,106.0512595523839,100.0,106.00000029312464
23,COMP_M,Application-23,Application-23-Service,M_Req,68,69,48,13,EndDevice-23,Fog-6,Application-23-EndDevice,0.025925925925925925,106.00000030027057,106.0259262261965,100.0,106.00000030027057
2,COMP_M,Application-2,Application-2-Service,M_Req,5,6,27,3,EndDevice-2,Fog-1,Application-2-EndDevice,0.023703703703703703,106.0000003054757,106.0237040091794,100.0,106.0000003054757
30,COMP_M,Application-30,Application-30-Service,M_Req,89,90,55,17,EndDevice-30,Fog-8,Application-30-EndDevice,0.04325925925925926,106.00000039007429,106.04325964933355,100.0,106.00000039007429
41,COMP_M,Application-41,Application-41-Service,M_Req,122,123,66,23,EndDevice-41,Fog-11,Application-41-EndDevice,0.04281481481481481,106.00000055595424,106.04281537076906,100.0,106.00000055595424
18,COMP_M,Application-18,Application-18-Service,M_Req,53,54,43,11,EndDevice-18,Fog-5,Application-18-EndDevice,0.035333333333333335,106.00000059056379,106.03533392389711,100.0,106.00000059056379
5,COMP_M,Application-5,Application-5-Service,M_Req,14,15,30,5,EndDevice-5,Fog-2,Application-5-EndDevice,0.023185185185185184,106.00000060320721,106.0231857883924,100.0,106.00000060320721
13,COMP_M,Application-13,Application-13-Service,M_Req,38,39,38,9,EndDevice-13,Fog-4,Application-13-EndDevice,0.020148148148148148,106.00000070410395,106.0201488522521,100.0,106.00000070410395
46,COMP_M,Application-46,Application-46-Service,M_Req,137,138,71,25,EndDevice-46,Fog-12,Application-46-EndDevice,0.05081481481481481,106.00000083339455,106.05081564820937,100.0,106.00000083339455
28,COMP_M,Application-28,Application-28-Service,M_Req,83,84,53,15,EndDevice-28,Fog-7,Application-28-EndDevice,0.05940740740740741,108.0000001110934,108.0594075185008,100.0,108.0000001110934
