id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,TOPO.srcLabel,TOPO.dstLabel,module.src,service,time_in,time_out,time_emit,time_reception
31,COMP_M,Application-31,Application-31-Service,M_Req,92,93,56,17,EndDevice-31,Fog-8,Application-31-EndDevice,0.0357037037037037,104.00000019614814,104.03570389985184,100.0,104.00000019614814
47,COMP_M,Application-47,Application-47-Service,M_Req,140,141,72,25,EndDevice-47,Fog-12,Application-47-EndDevice,0.06162962962962963,104.00000145949178,104.06163108912142,100.0,104.00000145949178
15,COMP_M,Application-15,Application-15-Service,M_Req,44,45,40,9,EndDevice-15,Fog-4,Application-15-EndDevice,0.01651851851851852,104.0000019047638,104.01652042328233,100.0,104.0000019047638
15,COMP_M,Application-15,Application-15-EndDevice,M_Resp,45,44,9,40,Fog-4,EndDevice-15,Application-15-Service,5.3793103448275865e-06,108.0165215818561,108.01652696116645,104.01652042328233,108.0165215818561
31,COMP_M,Application-31,Application-31-EndDevice,M_Resp,93,92,17,56,Fog-8,EndDevice-31,Application-31-Service,5.777777777777778e-06,108.03570570516302,108.0357114829408,104.03570389985184,108.03570570516302
47,COMP_M,Application-47,Application-47-EndDevice,M_Resp,141,140,25,72,Fog-12,EndDevice-47,Application-47-Service,4.289855072463768e-06,108.06163138797162,108.06163567782669,104.06163108912142,108.06163138797162
3,COMP_M,Application-3,Application-3-Service,M_Req,8,9,28,9,EndDevice-3,Fog-4,Application-3-EndDevice,0.024592592592592593,112.00000028420021,112.02459287679281,100.0,112.00000028420021
7,COMP_M,Application-7,Application-7-Service,M_Req,20,21,32,17,EndDevice-7,Fog-8,Application-7-EndDevice,0.047703703703703706,112.0000004354385,112.0477041391422,100.0,112.0000004354385
11,COMP_M,Application-11,Application-11-Service,M_Req,32,33,36,25,EndDevice-11,Fog-12,Application-11-EndDevice,0.04340740740740741,112.00000052570606,112.04340793311346,100.0,112.00000052570606
24,COMP_M,Application-24,Application-24-Service,M_Req,71,72,49,3,EndDevice-24,Fog-1,Application-24-EndDevice,0.029111111111111112,114.00000012322236,114.02911123433347,100.0,114.00000012322236
5,COMP_M,Application-5,Application-5-Service,M_Req,14,15,30,13,EndDevice-5,Fog-6,Application-5-EndDevice,0.019925925925925927,114.00000017164322,114.01992609756915,100.0,114.00000017164322
21,COMP_M,Application-21,Application-21-Service,M_Req,62,63,46,21,EndDevice-21,Fog-10,Application-21-EndDevice,0.05703703703703704,114.0000002047472,114.05703724178423,100.0,114.0000002047472
